isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
1	XLOC_007795	TCONS_00012071	HABP2	ENST00000542051.5	antisense	intergenic	58533	divergent	upstream
1	XLOC_097912	TCONS_00305830	VEGFA	ENST00000476772.5	sense	intergenic	2264	same_strand	upstream
1	XLOC_037409	TCONS_00058057	TBC1D22A	ENST00000380995.5	sense	intergenic	24857	same_strand	downstream
1	XLOC_030324	TCONS_00046565	AFTPH	ENST00000238856.8	sense	intergenic	13970	same_strand	downstream
1	XLOC_060253	TCONS_00093043	RP13-147D17.3	ENST00000632600.1	antisense	intergenic	1683	convergent	downstream
1	XLOC_037373	TCONS_00057984	LDOC1L	ENST00000341255.3	antisense	intergenic	71753	divergent	upstream
1	XLOC_055053	TCONS_00085607	EXTL3	ENST00000523271.1	antisense	genic	0	overlapping	exonic
1	XLOC_036965	TCONS_00057335	PRAME	ENST00000492657.5	antisense	genic	0	overlapping	exonic
1	XLOC_035700	TCONS_00055248	AL133335.1	ENST00000624441.1	antisense	intergenic	6846	convergent	downstream
1	XLOC_015085	TCONS_00023096	SOX1	ENST00000330949.2	sense	intergenic	35754	same_strand	downstream
1	XLOC_029061	TCONS_00044474	FXYD1	ENST00000455515.6	antisense	genic	0	overlapping	exonic
1	XLOC_074003	TCONS_00238629	CU104787.1	ENST00000623473.1	sense	intergenic	27731	same_strand	downstream
1	XLOC_045301	TCONS_00070300	SLC25A48	ENST00000425402.5	sense	intergenic	8067	same_strand	upstream
1	XLOC_018018	TCONS_00027713	UBE3A	ENST00000614096.4	antisense	intergenic	76701	convergent	downstream
1	XLOC_047827	TCONS_00074289	OR2B6	ENST00000244623.1	sense	intergenic	52541	same_strand	downstream
1	XLOC_054285	TCONS_00084405	SNX16	ENST00000519212.1	antisense	genic	0	overlapping	exonic
1	XLOC_047518	TCONS_00073790	SLC22A23	ENST00000436008.6	antisense	intergenic	36704	divergent	upstream
1	XLOC_035824	TCONS_00107887	MARK3	ENST00000303622.13	sense	intergenic	929	same_strand	downstream
1	XLOC_054269	TCONS_00084382	STMN2	ENST00000220876.11	sense	intergenic	90165	same_strand	upstream
1	XLOC_044386	TCONS_00068894	CDH18	ENST00000507958.5	antisense	intergenic	35961	divergent	upstream
1	XLOC_042038	TCONS_00065370	CCNI	ENST00000237654.8	antisense	genic	0	overlapping	exonic
1	XLOC_054940	TCONS_00085433	MSR1	ENST00000522130.1	sense	intergenic	78236	same_strand	upstream
1	XLOC_026980	TCONS_00041395	SALL3	ENST00000616649.4	antisense	intergenic	1194	divergent	upstream
1	XLOC_011925	TCONS_00018267	AGAP2	ENST00000257897.7	antisense	genic	0	nested	exonic
1	XLOC_000118	TCONS_00000239	DNAJC11	ENST00000294401.11	antisense	genic	0	nested	intronic
1	XLOC_053621	TCONS_00083348	PPP1R3B	ENST00000519699.1	antisense	intergenic	75036	divergent	upstream
1	XLOC_039354	TCONS_00061112	P2RY1	ENST00000305097.5	sense	intergenic	94744	same_strand	upstream
1	XLOC_013863	TCONS_00021219	ASCL4	ENST00000342331.4	antisense	intergenic	62647	convergent	downstream
1	XLOC_041572	TCONS_00064671	ZNF518B	ENST00000326756.3	antisense	intergenic	29726	convergent	downstream
1	XLOC_047962	TCONS_00074485	HLA-DQA2	ENST00000374940.3	sense	intergenic	22172	same_strand	upstream
1	XLOC_035580	TCONS_00055067	LINC01620	ENST00000623295.1	sense	intergenic	1220	same_strand	upstream
1	XLOC_005698	TCONS_00008883	KIAA1462	ENST00000375377.1	antisense	intergenic	52574	convergent	downstream
1	XLOC_007358	TCONS_00011416	KIF1BP	ENST00000361983.6	antisense	intergenic	28891	convergent	downstream
1	XLOC_055440	TCONS_00086202	ZFHX4	ENST00000521891.6	antisense	intergenic	83496	divergent	upstream
1	XLOC_005949	TCONS_00009256	ANK3	ENST00000618374.4	antisense	genic	0	nested	exonic
1	XLOC_047652	TCONS_00074025	HIVEP1	ENST00000491710.5	sense	intergenic	87870	same_strand	upstream
1	XLOC_059882	TCONS_00092558	SSX2B	ENST00000616191.4	antisense	intergenic	15025	divergent	upstream
1	XLOC_036876	TCONS_00057182	SEPT5	ENST00000455784.6	sense	intergenic	53110	same_strand	upstream
1	XLOC_005256	TCONS_00008152	ERO1B	ENST00000354619.9	sense	intergenic	3991	same_strand	upstream
1	XLOC_058927	TCONS_00091310	TSPYL2	ENST00000375442.8	sense	intergenic	5723	same_strand	downstream
1	XLOC_006084	TCONS_00009454	USP54	ENST00000466048.6	antisense	genic	0	overlapping	exonic
1	XLOC_029667	TCONS_00045397	ZNF274	ENST00000424679.6	antisense	intergenic	452	divergent	upstream
1	XLOC_047996	TCONS_00074552	MLN	ENST00000430124.6	antisense	intergenic	92405	divergent	upstream
1	XLOC_051243	TCONS_00079594	ZNF727	ENST00000456806.2	sense	intergenic	18441	same_strand	upstream
1	XLOC_022958	TCONS_00035251	TBC1D26	ENST00000612583.4	sense	intergenic	586	same_strand	downstream
1	XLOC_060321	TCONS_00093142	ZIC3	ENST00000287538.9	antisense	intergenic	1755	divergent	upstream
1	XLOC_017796	TCONS_00027328	DIO3	ENST00000510508.4	antisense	intergenic	38048	divergent	upstream
1	XLOC_016793	TCONS_00025767	RTL1	ENST00000534062.1	antisense	intergenic	19624	convergent	downstream
1	XLOC_059440	TCONS_00091976	SOX3	ENST00000370536.3	antisense	intergenic	86723	divergent	upstream
1	XLOC_023417	TCONS_00035988	TNS4	ENST00000254051.10	antisense	intergenic	15418	divergent	upstream
1	XLOC_057305	TCONS_00088976	BRD3	ENST00000303407.11	antisense	genic	0	overlapping	exonic
1	XLOC_029917	TCONS_00045813	APOB	ENST00000233242.5	antisense	intergenic	79202	convergent	downstream
1	XLOC_044145	TCONS_00068552	FRG1	ENST00000226798.8	antisense	intergenic	21668	convergent	downstream
1	XLOC_006438	TCONS_00010023	ACTR1A	ENST00000470322.5	antisense	genic	0	nested	exonic
1	XLOC_030108	TCONS_00093848	GTF3A	ENST00000439403.5	sense	intergenic	15501	same_strand	upstream
1	XLOC_032625	TCONS_00050350	SOCS5	ENST00000306503.5	antisense	intergenic	38	divergent	upstream
1	XLOC_032573	TCONS_00050260	HAAO	ENST00000406924.6	sense	intergenic	33334	same_strand	upstream
1	XLOC_005751	TCONS_00008945	PARD3	ENST00000545260.5	antisense	intergenic	367	divergent	upstream
1	XLOC_052200	TCONS_00081133	VIPR2	ENST00000262178.6	antisense	intergenic	5495	convergent	downstream
1	XLOC_045673	TCONS_00142551	GLG1	ENST00000205061.9	sense	intergenic	467	same_strand	downstream
1	XLOC_034518	TCONS_00053292	TMX4	ENST00000246024.6	antisense	intergenic	73	divergent	upstream
1	XLOC_080523	TCONS_00260224	LSAMP	ENST00000333617.8	sense	genic	0	nested	intronic
1	XLOC_059472	TCONS_00092020	FMR1	ENST00000218200.12	sense	intergenic	27848	same_strand	upstream
1	XLOC_014829	TCONS_00022719	MYCBP2	ENST00000357337.10	antisense	genic	0	overlapping	exonic
1	XLOC_047463	TCONS_00073679	MYLK4	ENST00000274643.8	antisense	genic	0	nested	exonic
1	XLOC_040781	TCONS_00063460	EFCAB12	ENST00000505956.5	sense	intergenic	1882	same_strand	downstream
1	XLOC_001298	TCONS_00002018	DPH5	ENST00000488789.5	antisense	genic	0	overlapping	exonic
1	XLOC_022226	TCONS_00034103	IRX6	ENST00000290552.7	antisense	intergenic	32085	divergent	upstream
1	XLOC_000462	TCONS_00000711	IFI6	ENST00000361157.10	antisense	genic	0	overlapping	intronic
1	XLOC_052711	TCONS_00081934	AC118758.1	ENST00000599370.5	antisense	intergenic	70696	convergent	downstream
1	XLOC_050503	TCONS_00078393	SOD2	ENST00000538183.6	sense	intergenic	80867	same_strand	downstream
1	XLOC_000577	TCONS_00000896	ZMYM1	ENST00000373330.1	sense	intergenic	6163	same_strand	downstream
1	XLOC_042685	TCONS_00066363	HAND2	ENST00000359562.4	antisense	intergenic	229	divergent	upstream
1	XLOC_050807	TCONS_00078927	ISPD	ENST00000399310.3	antisense	genic	0	nested	intronic
1	XLOC_004409	TCONS_00006889	YY1AP1	ENST00000368339.9	sense	intergenic	10899	same_strand	downstream
1	XLOC_021382	TCONS_00032839	MTHFSD	ENST00000562994.5	antisense	intergenic	85	divergent	upstream
1	XLOC_035085	TCONS_00054231	SLCO4A1	ENST00000217159.5	sense	intergenic	69061	same_strand	upstream
1	XLOC_050518	TCONS_00078420	SLC22A3	ENST00000275300.2	antisense	intergenic	14603	convergent	downstream
1	XLOC_025466	TCONS_00039112	TSEN54	ENST00000333213.10	antisense	genic	0	overlapping	exonic
1	XLOC_033669	TCONS_00051985	KCNJ3	ENST00000295101.2	antisense	genic	0	overlapping	exonic
1	XLOC_013179	TCONS_00020182	ANO6	ENST00000425752.6	antisense	intergenic	41467	convergent	downstream
1	XLOC_028285	TCONS_00043283	ZSCAN5A	ENST00000587340.5	antisense	genic	0	nested	intronic
1	XLOC_010696	TCONS_00016379	CTSC	ENST00000227266.9	sense	intergenic	24881	same_strand	upstream
1	XLOC_046949	TCONS_00072842	PURA	ENST00000505703.1	antisense	intergenic	18852	divergent	upstream
1	XLOC_047260	TCONS_00073289	STC2	ENST00000265087.8	sense	intergenic	19886	same_strand	downstream
1	XLOC_044750	TCONS_00069465	MCCC2	ENST00000340941.10	sense	intergenic	4031	same_strand	downstream
1	XLOC_038658	TCONS_00060018	ADAMTS9	ENST00000481060.2	antisense	genic	0	nested	exonic
1	XLOC_056278	TCONS_00087460	SPATA31A6	ENST00000496386.1	sense	genic	0	containing	intronic
1	XLOC_042368	TCONS_00065893	FAT4	ENST00000394329.7	sense	intergenic	70007	same_strand	downstream
1	XLOC_022707	TCONS_00034879	YWHAE	ENST00000264335.12	antisense	intergenic	6037	convergent	downstream
1	XLOC_019946	TCONS_00030727	ABHD2	ENST00000569411.5	antisense	intergenic	56259	divergent	upstream
1	XLOC_038163	TCONS_00059206	FBLN2	ENST00000295760.11	sense	intergenic	11843	same_strand	downstream
1	XLOC_013907	TCONS_00021281	ATP2A2	ENST00000313432.5	antisense	intergenic	9357	convergent	downstream
1	XLOC_044824	TCONS_00069574	ZBED3	ENST00000255198.2	antisense	intergenic	757	divergent	upstream
1	XLOC_029224	TCONS_00044736	ARHGEF1	ENST00000599589.5	antisense	genic	0	nested	exonic
1	XLOC_022773	TCONS_00034962	ALOX15	ENST00000570836.5	antisense	genic	0	overlapping	exonic
1	XLOC_005501	TCONS_00008551	GATA3	ENST00000379328.7	sense	intergenic	86062	same_strand	downstream
1	XLOC_013142	TCONS_00020133	ABCD2	ENST00000308666.3	sense	intergenic	10182	same_strand	downstream
1	XLOC_058912	TCONS_00091289	SSX7	ENST00000298181.5	antisense	intergenic	40801	convergent	downstream
1	XLOC_060042	TCONS_00092787	ITM2A	ENST00000461357.1	sense	intergenic	1697	same_strand	upstream
1	XLOC_029574	TCONS_00045264	LAIR2	ENST00000301202.6	antisense	intergenic	3490	convergent	downstream
1	XLOC_009101	TCONS_00014033	KCTD21	ENST00000340067.3	antisense	intergenic	6463	convergent	downstream
1	XLOC_022222	TCONS_00034085	IRX5	ENST00000394636.8	antisense	intergenic	82565	divergent	upstream
1	XLOC_004302	TCONS_00006740	SEMA6C	ENST00000613223.1	sense	intergenic	52	same_strand	upstream
1	XLOC_045569	TCONS_00070719	ZBED8	ENST00000408953.3	antisense	intergenic	6034	convergent	downstream
1	XLOC_006511	TCONS_00010120	SHOC2	ENST00000369452.8	sense	intergenic	3153	same_strand	downstream
1	XLOC_053496	TCONS_00083155	INSIG1	ENST00000344756.8	antisense	intergenic	29629	divergent	upstream
1	XLOC_007949	TCONS_00012317	GLRX3	ENST00000481034.1	antisense	intergenic	25599	divergent	upstream
1	XLOC_009098	TCONS_00014030	ALG8	ENST00000299626.9	antisense	intergenic	158	divergent	upstream
1	XLOC_019144	TCONS_00029480	CHRNA7	ENST00000306901.7	antisense	intergenic	10128	convergent	downstream
1	XLOC_009183	TCONS_00014157	TRIM49D2	ENST00000623787.3	sense	intergenic	10972	same_strand	downstream
1	XLOC_039145	TCONS_00060796	TMCC1	ENST00000515024.5	antisense	intergenic	8275	divergent	upstream
1	XLOC_004659	TCONS_00007289	SEC16B	ENST00000528461.5	sense	intergenic	40361	same_strand	upstream
1	XLOC_022459	TCONS_00034453	PSMD7	ENST00000219313.8	antisense	genic	0	overlapping	exonic
1	XLOC_052527	TCONS_00081643	NPSR1	ENST00000465305.5	antisense	genic	0	containing	intronic
1	XLOC_021159	TCONS_00032526	VAC14	ENST00000261776.9	antisense	genic	0	nested	intronic
1	XLOC_008500	TCONS_00013133	CD82	ENST00000526958.5	sense	intergenic	93998	same_strand	upstream
1	XLOC_041240	TCONS_00064107	DNAJB11	ENST00000495390.1	antisense	genic	0	overlapping	exonic
1	XLOC_008645	TCONS_00013344	TCN1	ENST00000257264.3	antisense	intergenic	27521	divergent	upstream
1	XLOC_021975	TCONS_00033750	RP11-231C14.4	ENST00000550690.1	sense	intergenic	37780	same_strand	upstream
1	XLOC_057352	TCONS_00089039	NOTCH1	ENST00000277541.6	antisense	intergenic	350	divergent	upstream
1	XLOC_062628	TCONS_00206510	MLPH	ENST00000422695.5	sense	intergenic	4337	same_strand	upstream
1	XLOC_037473	TCONS_00058153	CCT8L2	ENST00000359963.4	sense	intergenic	76654	same_strand	upstream
1	XLOC_042324	TCONS_00065830	MAD2L1	ENST00000296509.10	antisense	intergenic	91315	convergent	downstream
1	XLOC_017296	TCONS_00026609	KTN1	ENST00000554294.1	antisense	intergenic	79609	convergent	downstream
1	XLOC_047375	TCONS_00073507	BTNL8	ENST00000340184.8	antisense	intergenic	16283	convergent	downstream
1	XLOC_017303	TCONS_00026620	TMEM260	ENST00000261556.10	antisense	genic	0	overlapping	exonic
1	XLOC_079836	TCONS_00258602	SUCLG2	ENST00000493112.5	sense	intergenic	78708	same_strand	downstream
1	XLOC_059894	TCONS_00092577	SMC1A	ENST00000375340.10	sense	intergenic	9538	same_strand	downstream
1	XLOC_060721	TCONS_00093658	USP9Y	ENST00000338981.7	antisense	intergenic	37523	divergent	upstream
1	XLOC_029685	TCONS_00045433	SH3YL1	ENST00000460974.1	antisense	intergenic	6506	convergent	downstream
1	XLOC_001614	TCONS_00002567	FAM231D	ENST00000607157.2	sense	intergenic	29535	same_strand	upstream
1	XLOC_004628	TCONS_00007238	ZBTB37	ENST00000367704.5	antisense	intergenic	93	divergent	upstream
1	XLOC_030809	TCONS_00047333	ST6GAL2	ENST00000409087.3	antisense	intergenic	76085	divergent	upstream
1	XLOC_036450	TCONS_00056497	NCAM2	ENST00000284894.8	antisense	genic	0	nested	intronic
1	XLOC_029958	TCONS_00045881	KIF3C	ENST00000405914.1	antisense	intergenic	12045	divergent	upstream
1	XLOC_055511	TCONS_00086322	ATP6V0D2	ENST00000285393.3	antisense	genic	0	nested	exonic
1	XLOC_027412	TCONS_00041987	TPM4	ENST00000589897.1	sense	intergenic	38184	same_strand	upstream
1	XLOC_059856	TCONS_00092528	USP27X	ENST00000621775.1	antisense	intergenic	592	divergent	upstream
1	XLOC_050393	TCONS_00078258	ADGB	ENST00000367490.5	antisense	intergenic	25927	convergent	downstream
1	XLOC_035222	TCONS_00054457	GPCPD1	ENST00000379019.5	sense	intergenic	64845	same_strand	downstream
1	XLOC_052862	TCONS_00082159	TRIM73	ENST00000450434.5	antisense	intergenic	23028	divergent	upstream
1	XLOC_038683	TCONS_00060075	TMF1	ENST00000398559.6	antisense	genic	0	containing	exonic
1	XLOC_022866	TCONS_00035110	ALOX12B	ENST00000319144.4	antisense	genic	0	nested	exonic
1	XLOC_122839	TCONS_00369721	SET	ENST00000480536.1	antisense	genic	0	containing	intronic
1	XLOC_048090	TCONS_00074682	NFYA	ENST00000341376.10	sense	intergenic	17359	same_strand	downstream
1	XLOC_018658	TCONS_00028736	ODF3L1	ENST00000332145.2	sense	intergenic	47906	same_strand	downstream
1	XLOC_036117	TCONS_00055952	CLDN14	ENST00000342108.2	antisense	intergenic	3620	divergent	upstream
1	XLOC_058969	TCONS_00091367	FAAH2	ENST00000374900.4	sense	intergenic	45381	same_strand	upstream
1	XLOC_049373	TCONS_00076666	JARID2	ENST00000341776.6	antisense	intergenic	1296	divergent	upstream
1	XLOC_037969	TCONS_00058920	RIBC2	ENST00000614167.1	antisense	intergenic	3368	convergent	downstream
1	XLOC_054580	TCONS_00084869	TRIB1	ENST00000311922.3	sense	intergenic	65478	same_strand	downstream
1	XLOC_013354	TCONS_00020447	CALCOCO1	ENST00000262059.8	sense	intergenic	18301	same_strand	upstream
1	XLOC_002748	TCONS_00009495	REG4	ENST00000256585.9	antisense	intergenic	4033	divergent	upstream
1	XLOC_005899	TCONS_00009182	FAM170B	ENST00000311787.5	antisense	genic	0	containing	intronic
1	XLOC_048225	TCONS_00074864	FAM83B	ENST00000306858.7	sense	intergenic	75532	same_strand	upstream
1	XLOC_000424	TCONS_00000662	CEP85	ENST00000451429.6	sense	intergenic	9030	same_strand	upstream
1	XLOC_027615	TCONS_00042291	UQCRFS1	ENST00000304863.5	antisense	intergenic	7323	divergent	upstream
1	XLOC_038723	TCONS_00060139	SHQ1	ENST00000482785.1	antisense	genic	0	overlapping	intronic
1	XLOC_039077	TCONS_00060697	ALDH1L1	ENST00000467370.5	antisense	genic	0	nested	exonic
1	XLOC_050563	TCONS_00078493	PRR18	ENST00000322583.4	sense	intergenic	64807	same_strand	downstream
1	XLOC_022929	TCONS_00035203	COX10	ENST00000429152.6	sense	intergenic	43822	same_strand	upstream
1	XLOC_048917	TCONS_00075938	ZBTB2	ENST00000325144.4	antisense	intergenic	1260	divergent	upstream
1	XLOC_050500	TCONS_00078389	FNDC1	ENST00000297267.13	antisense	intergenic	88108	convergent	downstream
1	XLOC_030976	TCONS_00047610	TSN	ENST00000389682.7	sense	intergenic	22607	same_strand	downstream
1	XLOC_025277	TCONS_00038788	BCAS3	ENST00000613443.4	antisense	genic	0	nested	exonic
1	XLOC_011401	TCONS_00017467	GRIN2B	ENST00000609686.3	antisense	genic	0	nested	exonic
1	XLOC_043231	TCONS_00067185	SRD5A3	ENST00000264228.8	antisense	intergenic	32185	divergent	upstream
1	XLOC_052233	TCONS_00081197	MICALL2	ENST00000297508.7	sense	intergenic	912	same_strand	upstream
1	XLOC_042086	TCONS_00065456	WDFY3	ENST00000295888.8	antisense	intergenic	3396	divergent	upstream
1	XLOC_009523	TCONS_00014685	ROBO4	ENST00000534407.5	antisense	genic	0	overlapping	exonic
1	XLOC_018905	TCONS_00029102	SLCO3A1	ENST00000318445.10	sense	intergenic	78760	same_strand	upstream
1	XLOC_055897	TCONS_00086899	ASAP1	ENST00000518721.5	sense	intergenic	68975	same_strand	upstream
1	XLOC_018296	TCONS_00028172	SLC30A4	ENST00000261867.4	antisense	intergenic	6927	divergent	upstream
1	XLOC_053666	TCONS_00083438	LONRF1	ENST00000530693.1	antisense	intergenic	38170	divergent	upstream
1	XLOC_020651	TCONS_00031782	GDPD3	ENST00000406256.7	antisense	genic	0	nested	exonic
1	XLOC_051827	TCONS_00080553	FAM71F2	ENST00000480462.5	sense	intergenic	2579	same_strand	downstream
1	XLOC_026429	TCONS_00040582	RAB12	ENST00000329286.6	antisense	intergenic	46251	divergent	upstream
1	XLOC_005385	TCONS_00008347	LARP4B	ENST00000612396.4	antisense	intergenic	10237	divergent	upstream
1	XLOC_004267	TCONS_00006695	FCGR1A	ENST00000444948.5	antisense	intergenic	27961	divergent	upstream
1	XLOC_048848	TCONS_00075833	FUCA2	ENST00000002165.10	antisense	genic	0	overlapping	exonic
1	XLOC_010649	TCONS_00016317	PCF11	ENST00000298281.8	antisense	genic	0	overlapping	exonic
1	XLOC_056456	TCONS_00087731	ANKRD20A2	ENST00000377601.2	sense	intergenic	91067	same_strand	upstream
1	XLOC_031837	TCONS_00049068	SMPD4	ENST00000441135.1	antisense	genic	0	containing	intronic
1	XLOC_038718	TCONS_00060133	RYBP	ENST00000477973.2	antisense	intergenic	33441	divergent	upstream
1	XLOC_054596	TCONS_00084897	AC026248.1	ENST00000623475.1	sense	intergenic	16758	same_strand	upstream
1	XLOC_053421	TCONS_00083041	ZNF746	ENST00000340622.7	sense	intergenic	17282	same_strand	upstream
1	XLOC_009514	TCONS_00014659	OR8D1	ENST00000357821.2	antisense	genic	0	containing	exonic
1	XLOC_035540	TCONS_00054999	RALGAPB	ENST00000262879.10	antisense	intergenic	43486	divergent	upstream
1	XLOC_030118	TCONS_00046168	MAP4K3	ENST00000263881.7	antisense	genic	0	overlapping	intronic
1	XLOC_035220	TCONS_00054451	GPCPD1	ENST00000379019.5	sense	intergenic	98702	same_strand	downstream
1	XLOC_036311	TCONS_00056251	COL6A1	ENST00000361866.7	sense	intergenic	6783	same_strand	upstream
1	XLOC_046361	TCONS_00071950	OCLN	ENST00000355237.6	antisense	intergenic	6680	divergent	upstream
1	XLOC_060659	TCONS_00093569	ZFY	ENST00000155093.7	antisense	genic	0	overlapping	exonic
1	XLOC_034715	TCONS_00053622	NOL4L	ENST00000485364.1	antisense	intergenic	2405	divergent	upstream
1	XLOC_032263	TCONS_00049805	C2orf50	ENST00000381585.7	antisense	intergenic	877	divergent	upstream
1	XLOC_000143	TCONS_00000280	GPR157	ENST00000466131.1	antisense	genic	0	overlapping	intronic
1	XLOC_049798	TCONS_00077308	ADGRF4	ENST00000371220.5	antisense	intergenic	7806	convergent	downstream
1	XLOC_017745	TCONS_00027247	VRK1	ENST00000557222.5	antisense	intergenic	73904	convergent	downstream
1	XLOC_033862	TCONS_00052305	HOXD3	ENST00000249440.4	antisense	genic	0	overlapping	exonic
1	XLOC_018335	TCONS_00028219	ATP8B4	ENST00000558498.5	antisense	intergenic	49329	convergent	downstream
1	XLOC_054412	TCONS_00084589	ANKRD46	ENST00000520552.5	antisense	intergenic	8604	convergent	downstream
1	XLOC_011130	TCONS_00017031	SPATA19	ENST00000299140.7	sense	intergenic	30131	same_strand	downstream
1	XLOC_023696	TCONS_00036413	UTP18	ENST00000579261.6	sense	intergenic	34743	same_strand	downstream
1	XLOC_042919	TCONS_00066759	STX18	ENST00000507908.5	sense	intergenic	23748	same_strand	upstream
1	XLOC_047431	TCONS_00073600	FOXF2	ENST00000259806.1	sense	intergenic	90099	same_strand	downstream
1	XLOC_005354	TCONS_00008299	ZNF669	ENST00000343381.10	sense	intergenic	3651	same_strand	upstream
1	XLOC_001135	TCONS_00001748	TTLL7	ENST00000480174.5	antisense	intergenic	63563	convergent	downstream
1	XLOC_020061	TCONS_00030947	ADAMTS17	ENST00000268070.8	sense	intergenic	6924	same_strand	upstream
1	XLOC_030938	TCONS_00047543	CCDC93	ENST00000474006.1	antisense	genic	0	overlapping	intronic
1	XLOC_032525	TCONS_00050194	ATL2	ENST00000406122.5	sense	intergenic	29434	same_strand	upstream
1	XLOC_049544	TCONS_00076926	TRIM39	ENST00000458516.5	antisense	intergenic	93	divergent	upstream
1	XLOC_012826	TCONS_00019654	LTBR	ENST00000441074.3	antisense	intergenic	17491	convergent	downstream
1	XLOC_027262	TCONS_00041771	ZNF561	ENST00000302851.7	antisense	intergenic	106	divergent	upstream
1	XLOC_047592	TCONS_00073916	LY86	ENST00000379953.6	sense	intergenic	70128	same_strand	downstream
1	XLOC_034596	TCONS_00053422	RIN2	ENST00000255006.10	sense	intergenic	15224	same_strand	upstream
1	XLOC_054834	TCONS_00085286	DEFA4	ENST00000297435.2	sense	intergenic	12388	same_strand	upstream
1	XLOC_056826	TCONS_00088318	PTCH1	ENST00000437951.5	antisense	genic	0	nested	exonic
1	XLOC_056754	TCONS_00088210	AUH	ENST00000303617.5	antisense	intergenic	25688	convergent	downstream
1	XLOC_009265	TCONS_00014278	TRPC6	ENST00000344327.7	antisense	intergenic	68564	convergent	downstream
1	XLOC_011894	TCONS_00018227	APOF	ENST00000398189.3	antisense	genic	0	overlapping	exonic
1	XLOC_058884	TCONS_00091253	AC231657.1	ENST00000624556.1	antisense	intergenic	2300	convergent	downstream
1	XLOC_012066	TCONS_00018467	PTPRB	ENST00000334414.10	antisense	genic	0	nested	exonic
1	XLOC_008353	TCONS_00012921	LIN7C	ENST00000278193.6	antisense	intergenic	99	divergent	upstream
1	XLOC_033289	TCONS_00051445	RGPD4	ENST00000408999.3	antisense	intergenic	46	divergent	upstream
1	XLOC_036757	TCONS_00056979	ADARB1	ENST00000462214.5	antisense	intergenic	642	divergent	upstream
1	XLOC_058558	TCONS_00090849	ASMT	ENST00000381241.8	sense	intergenic	64424	same_strand	downstream
1	XLOC_054689	TCONS_00085057	MROH5	ENST00000621837.1	antisense	intergenic	7408	divergent	upstream
1	XLOC_007485	TCONS_00011603	NUTM2E	ENST00000602967.5	antisense	intergenic	14793	divergent	upstream
1	XLOC_010388	TCONS_00015949	SART1	ENST00000312397.9	antisense	intergenic	3851	convergent	downstream
1	XLOC_059484	TCONS_00092040	CXorf40B	ENST00000370406.7	antisense	intergenic	5405	divergent	upstream
1	XLOC_016980	TCONS_00026094	OXA1L	ENST00000285848.9	antisense	genic	0	overlapping	exonic
1	XLOC_018708	TCONS_00028811	ST20-MTHFS	ENST00000494999.1	antisense	genic	0	overlapping	exonic
1	XLOC_049408	TCONS_00076721	ID4	ENST00000378700.7	antisense	intergenic	87622	divergent	upstream
1	XLOC_014675	TCONS_00022477	DHRS12	ENST00000218981.5	antisense	intergenic	2625	divergent	upstream
1	XLOC_015360	TCONS_00023539	LHFP	ENST00000379589.3	sense	intergenic	33570	same_strand	downstream
1	XLOC_006558	TCONS_00010177	GFRA1	ENST00000355422.10	antisense	intergenic	3199	divergent	upstream
1	XLOC_059347	TCONS_00091856	PRR32	ENST00000371125.3	sense	intergenic	89538	same_strand	upstream
1	XLOC_055837	TCONS_00086805	ZNF572	ENST00000319286.5	antisense	intergenic	29533	divergent	upstream
1	XLOC_025410	TCONS_00039003	SOX9	ENST00000245479.2	antisense	intergenic	10541	divergent	upstream
1	XLOC_056089	TCONS_00087190	C8orf33	ENST00000331434.6	antisense	intergenic	46472	divergent	upstream
1	XLOC_021400	TCONS_00032872	ZCCHC14	ENST00000268616.8	antisense	intergenic	1229	divergent	upstream
1	XLOC_048516	TCONS_00075292	HACE1	ENST00000369125.6	antisense	intergenic	530	divergent	upstream
1	XLOC_033718	TCONS_00052057	TANK	ENST00000259075.6	antisense	intergenic	86362	divergent	upstream
1	XLOC_033165	TCONS_00051230	FER1L5	ENST00000623019.3	antisense	genic	0	nested	exonic
1	XLOC_047018	TCONS_00072957	PRELID2	ENST00000510259.5	sense	intergenic	90129	same_strand	downstream
1	XLOC_026342	TCONS_00040452	PARD6G	ENST00000470488.2	antisense	genic	0	nested	exonic
1	XLOC_041597	TCONS_00064713	RAB28	ENST00000338176.8	antisense	intergenic	6932	divergent	upstream
1	XLOC_003355	TCONS_00005216	DLGAP3	ENST00000373347.5	sense	intergenic	19380	same_strand	upstream
1	XLOC_025952	TCONS_00039876	SLC25A52	ENST00000269205.5	antisense	intergenic	32606	convergent	downstream
1	XLOC_059107	TCONS_00091539	SH3BGRL	ENST00000373212.5	sense	intergenic	64721	same_strand	downstream
1	XLOC_027390	TCONS_00041948	OR7A5	ENST00000601611.5	antisense	intergenic	581	convergent	downstream
1	XLOC_018909	TCONS_00029107	ST8SIA2	ENST00000268164.7	sense	intergenic	3193	same_strand	downstream
1	XLOC_052794	TCONS_00082064	KCTD7	ENST00000275532.7	antisense	intergenic	71519	divergent	upstream
1	XLOC_045785	TCONS_00071057	MAPK9	ENST00000343111.10	antisense	intergenic	85	divergent	upstream
1	XLOC_053132	TCONS_00082589	SLC26A4	ENST00000265715.7	antisense	genic	0	overlapping	exonic
